"","Assemblage","cell_long","cell_lat","variable","value"
"385","848109",494503.469544713,1318406.03449098,"compartment.diversity",1.7342471992018
"386","848109",494503.469544713,1318406.03449098,"cluster.coefficient",0.0769230769230769
"387","848109",494503.469544713,1318406.03449098,"NODF",32.8703703703704
"388","848109",494503.469544713,1318406.03449098,"H2",0.426050783255516
"389","848109",494503.469544713,1318406.03449098,"cluster.coefficient.HL",0.556740289413557
"390","848109",494503.469544713,1318406.03449098,"cluster.coefficient.LL",0.244224422442244
"391","849328",544503.469544713,1308406.03449098,"qTD",1.63767231377212
"392","849328",544503.469544713,1308406.03449098,"qPD",1.42020307439506
"393","849328",544503.469544713,1308406.03449098,"qFD",1.25657732147751
"394","849328",544503.469544713,1308406.03449098,"connectance",0.5
"395","849328",544503.469544713,1308406.03449098,"compartment.diversity",1.81896851165317
"396","849328",544503.469544713,1308406.03449098,"cluster.coefficient",0.5
"397","849328",544503.469544713,1308406.03449098,"NODF",0
"398","849328",544503.469544713,1308406.03449098,"H2",1
"399","849328",544503.469544713,1308406.03449098,"cluster.coefficient.HL",0.75
"400","849328",544503.469544713,1308406.03449098,"cluster.coefficient.LL",0.5
"401","849329",554503.469544713,1308406.03449098,"qTD",5.97608355431402
"402","849329",554503.469544713,1308406.03449098,"qPD",4.51806237652831
"403","849329",554503.469544713,1308406.03449098,"qFD",1.96671431621197
"404","849329",554503.469544713,1308406.03449098,"connectance",0.25
"405","849329",554503.469544713,1308406.03449098,"compartment.diversity",3.17003282492367
"406","849329",554503.469544713,1308406.03449098,"cluster.coefficient",0.1
"407","849329",554503.469544713,1308406.03449098,"NODF",0
"408","849329",554503.469544713,1308406.03449098,"H2",1
"409","849329",554503.469544713,1308406.03449098,"cluster.coefficient.HL",0.573684210526316
"410","849329",554503.469544713,1308406.03449098,"cluster.coefficient.LL",0.25
"411","849331",574503.469544713,1308406.03449098,"qTD",7.05555555555556
"412","849331",574503.469544713,1308406.03449098,"qPD",3.95107479534295
"413","849331",574503.469544713,1308406.03449098,"qFD",1.96725184411555
"414","849331",574503.469544713,1308406.03449098,"connectance",0.166666666666667
"415","849331",574503.469544713,1308406.03449098,"compartment.diversity",5.91938942435933
"416","849331",574503.469544713,1308406.03449098,"cluster.coefficient",0.142857142857143
"417","849331",574503.469544713,1308406.03449098,"NODF",0
"418","849331",574503.469544713,1308406.03449098,"H2",1
"419","849331",574503.469544713,1308406.03449098,"cluster.coefficient.HL",0.19047619047619
"420","849331",574503.469544713,1308406.03449098,"cluster.coefficient.LL",0.166666666666667
"421","850547",594503.469544713,1298406.03449098,"qTD",3.48214265148181
"422","850547",594503.469544713,1298406.03449098,"qPD",3.00194757319511
"423","850547",594503.469544713,1298406.03449098,"qFD",1.58296886021819
"424","850547",594503.469544713,1298406.03449098,"connectance",0.333333333333333
"425","850547",594503.469544713,1298406.03449098,"compartment.diversity",2.82842712474619
"426","850547",594503.469544713,1298406.03449098,"cluster.coefficient",0.2
"427","850547",594503.469544713,1298406.03449098,"NODF",0
"428","850547",594503.469544713,1298406.03449098,"H2",1
"429","850547",594503.469544713,1298406.03449098,"cluster.coefficient.HL",0.5
"430","850547",594503.469544713,1298406.03449098,"cluster.coefficient.LL",0.333333333333333
"431","855395",514503.469544713,1258406.03449098,"qTD",3.48214265148181
"432","855395",514503.469544713,1258406.03449098,"qPD",2.23252769827366
"433","855395",514503.469544713,1258406.03449098,"qFD",1.79764328248785
"434","855395",514503.469544713,1258406.03449098,"connectance",0.4
"435","855395",514503.469544713,1258406.03449098,"compartment.diversity",1.75476535060332
"436","855395",514503.469544713,1258406.03449098,"cluster.coefficient",0.2
"437","855395",514503.469544713,1258406.03449098,"NODF",30.7692307692308
"438","855395",514503.469544713,1258406.03449098,"H2",0.579380164285695
"439","855395",514503.469544713,1258406.03449098,"cluster.coefficient.HL",0.65
"440","855395",514503.469544713,1258406.03449098,"cluster.coefficient.LL",0.416666666666667
"441","855403",594503.469544713,1258406.03449098,"qTD",3.94153793946977
"442","855403",594503.469544713,1258406.03449098,"qPD",2.8968339120391
"443","855403",594503.469544713,1258406.03449098,"qFD",1.70688088533686
"444","855403",594503.469544713,1258406.03449098,"connectance",0.35
"445","855403",594503.469544713,1258406.03449098,"compartment.diversity",1.50699306577254
"446","855403",594503.469544713,1258406.03449098,"cluster.coefficient",0.35
"447","855403",594503.469544713,1258406.03449098,"NODF",27.9411764705882
"448","855403",594503.469544713,1258406.03449098,"H2",0.670926035108524
"449","855403",594503.469544713,1258406.03449098,"cluster.coefficient.HL",0.446666666666667
"450","855403",594503.469544713,1258406.03449098,"cluster.coefficient.LL",0.383333333333333
"451","855405",614503.469544713,1258406.03449098,"qTD",3.24049454254064
"452","855405",614503.469544713,1258406.03449098,"qPD",2.24295555501479
"453","855405",614503.469544713,1258406.03449098,"qFD",1.52790824678072
"454","855405",614503.469544713,1258406.03449098,"connectance",0.309090909090909
"455","855405",614503.469544713,1258406.03449098,"compartment.diversity",1.75476535060332
"456","855405",614503.469544713,1258406.03449098,"cluster.coefficient",0.272727272727273
"457","855405",614503.469544713,1258406.03449098,"NODF",33.0769230769231
"458","855405",614503.469544713,1258406.03449098,"H2",0.636351548445754
"459","855405",614503.469544713,1258406.03449098,"cluster.coefficient.HL",0.592207792207792
"460","855405",614503.469544713,1258406.03449098,"cluster.coefficient.LL",0.365714285714286
"461","856616",584503.469544713,1248406.03449098,"qTD",4.96356465881132
"462","856616",584503.469544713,1248406.03449098,"qPD",3.76623653382924
"463","856616",584503.469544713,1248406.03449098,"qFD",1.78320154259488
"464","856616",584503.469544713,1248406.03449098,"connectance",0.3125
"465","856616",584503.469544713,1248406.03449098,"compartment.diversity",1.5691925832142
"466","856616",584503.469544713,1248406.03449098,"cluster.coefficient",0.125
"467","856616",584503.469544713,1248406.03449098,"NODF",23.5294117647059
"468","856616",584503.469544713,1248406.03449098,"H2",0.424672514040427
"469","856616",584503.469544713,1248406.03449098,"cluster.coefficient.HL",0.725
"470","856616",584503.469544713,1248406.03449098,"cluster.coefficient.LL",0.35
"471","856617",594503.469544713,1248406.03449098,"qTD",1.96811133186873
"472","856617",594503.469544713,1248406.03449098,"qPD",1.53362335580906
"473","856617",594503.469544713,1248406.03449098,"qFD",1.28434649137612
"474","856617",594503.469544713,1248406.03449098,"connectance",0.266666666666667
"475","856617",594503.469544713,1248406.03449098,"compartment.diversity",2.4782069486465
"476","856617",594503.469544713,1248406.03449098,"cluster.coefficient",0.2
"477","856617",594503.469544713,1248406.03449098,"NODF",20
"478","856617",594503.469544713,1248406.03449098,"H2",0.806873278571435
"479","856617",594503.469544713,1248406.03449098,"cluster.coefficient.HL",0.285714285714286
"480","856617",594503.469544713,1248406.03449098,"cluster.coefficient.LL",0.416666666666667
"481","857830",584503.469544713,1238406.03449098,"qTD",1.29929889631812
"482","857830",584503.469544713,1238406.03449098,"qPD",1.19233827673474
"483","857830",584503.469544713,1238406.03449098,"qFD",1.1299839837362
"484","857830",584503.469544713,1238406.03449098,"connectance",0.3
"485","857830",584503.469544713,1238406.03449098,"compartment.diversity",1.60663079608635
"486","857830",584503.469544713,1238406.03449098,"cluster.coefficient",0.2
"487","857830",584503.469544713,1238406.03449098,"NODF",34
"488","857830",584503.469544713,1238406.03449098,"H2",0.348516923194381
"489","857830",584503.469544713,1238406.03449098,"cluster.coefficient.HL",0.628571428571429
"490","857830",584503.469544713,1238406.03449098,"cluster.coefficient.LL",0.488095238095238
"491","859044",584503.469544713,1228406.03449098,"qTD",2.21653868181013
"492","859044",584503.469544713,1228406.03449098,"qPD",1.62262600077973
"493","859044",584503.469544713,1228406.03449098,"qFD",1.31649896550831
"494","859044",584503.469544713,1228406.03449098,"connectance",0.273809523809524
"495","859044",584503.469544713,1228406.03449098,"compartment.diversity",1.40003292973449
"496","859044",584503.469544713,1228406.03449098,"cluster.coefficient",0.214285714285714
"497","859044",584503.469544713,1228406.03449098,"NODF",35.4789272030651
"498","859044",584503.469544713,1228406.03449098,"H2",0.352543038002002
"499","859044",584503.469544713,1228406.03449098,"cluster.coefficient.HL",0.457142857142857
"500","859044",584503.469544713,1228406.03449098,"cluster.coefficient.LL",0.345
"501","859045",594503.469544713,1228406.03449098,"qTD",1.82464466593319
"502","859045",594503.469544713,1228406.03449098,"qPD",1.5089214221178
"503","859045",594503.469544713,1228406.03449098,"qFD",1.3018035910093
"504","859045",594503.469544713,1228406.03449098,"connectance",0.226666666666667
"505","859045",594503.469544713,1228406.03449098,"compartment.diversity",2.25860389622362
"506","859045",594503.469544713,1228406.03449098,"cluster.coefficient",0.1
"507","859045",594503.469544713,1228406.03449098,"NODF",26.5222222222222
"508","859045",594503.469544713,1228406.03449098,"H2",0.379446688072253
"509","859045",594503.469544713,1228406.03449098,"cluster.coefficient.HL",0.403508771929825
"510","859045",594503.469544713,1228406.03449098,"cluster.coefficient.LL",0.378362573099415
"511","860260",604503.469544713,1218406.03449098,"qTD",1.67305700249568
"512","860260",604503.469544713,1218406.03449098,"qPD",1.61382393456706
"513","860260",604503.469544713,1218406.03449098,"qFD",1.30558588515866
"514","860260",604503.469544713,1218406.03449098,"connectance",0.5
"515","860260",604503.469544713,1218406.03449098,"compartment.diversity",1.81896851165317
"516","860260",604503.469544713,1218406.03449098,"cluster.coefficient",0.5
"517","860260",604503.469544713,1218406.03449098,"NODF",0
"518","860260",604503.469544713,1218406.03449098,"H2",1
"519","860260",604503.469544713,1218406.03449098,"cluster.coefficient.HL",0.764705882352941
"520","860260",604503.469544713,1218406.03449098,"cluster.coefficient.LL",0.5
"521","860261",614503.469544713,1218406.03449098,"qTD",5.49998938993598
"522","860261",614503.469544713,1218406.03449098,"qPD",3.85255451316825
"523","860261",614503.469544713,1218406.03449098,"qFD",2.06063995105317
"524","860261",614503.469544713,1218406.03449098,"connectance",0.333333333333333
"525","860261",614503.469544713,1218406.03449098,"compartment.diversity",2.88884551680244
"526","860261",614503.469544713,1218406.03449098,"cluster.coefficient",0.333333333333333
"527","860261",614503.469544713,1218406.03449098,"NODF",0
"528","860261",614503.469544713,1218406.03449098,"H2",1
"529","860261",614503.469544713,1218406.03449098,"cluster.coefficient.HL",0.395833333333333
"530","860261",614503.469544713,1218406.03449098,"cluster.coefficient.LL",0.333333333333333
"531","862687",594503.469544713,1198406.03449098,"qTD",2.87782879517659
"532","862687",594503.469544713,1198406.03449098,"qPD",2.40939780999561
"533","862687",594503.469544713,1198406.03449098,"qFD",1.65457007964239
"534","862687",594503.469544713,1198406.03449098,"connectance",0.4
"535","862687",594503.469544713,1198406.03449098,"compartment.diversity",1.75476535060332
"536","862687",594503.469544713,1198406.03449098,"cluster.coefficient",0.4
"537","862687",594503.469544713,1198406.03449098,"NODF",26.9230769230769
"538","862687",594503.469544713,1198406.03449098,"H2",0.6
"539","862687",594503.469544713,1198406.03449098,"cluster.coefficient.HL",0.46
"540","862687",594503.469544713,1198406.03449098,"cluster.coefficient.LL",0.466666666666667
"541","865156",1004503.46954471,1178406.03449098,"qTD",2.63374326421475
"542","865156",1004503.46954471,1178406.03449098,"qPD",2.1596401102201
"543","865156",1004503.46954471,1178406.03449098,"qFD",1.48458481285521
"544","865156",1004503.46954471,1178406.03449098,"connectance",0.4
"545","865156",1004503.46954471,1178406.03449098,"compartment.diversity",2
"546","865156",1004503.46954471,1178406.03449098,"cluster.coefficient",0.4
"547","865156",1004503.46954471,1178406.03449098,"NODF",15.3846153846154
"548","865156",1004503.46954471,1178406.03449098,"H2",0.797578230862306
"549","865156",1004503.46954471,1178406.03449098,"cluster.coefficient.HL",0.492307692307692
"550","865156",1004503.46954471,1178406.03449098,"cluster.coefficient.LL",0.41025641025641
"551","866367",974503.469544713,1168406.03449098,"qTD",2.71496404816223
"552","866367",974503.469544713,1168406.03449098,"qPD",2.13887881113399
"553","866367",974503.469544713,1168406.03449098,"qFD",1.49560007182942
"554","866367",974503.469544713,1168406.03449098,"connectance",0.233333333333333
"555","866367",974503.469544713,1168406.03449098,"compartment.diversity",3.62644309776592
"556","866367",974503.469544713,1168406.03449098,"cluster.coefficient",0.2
"557","866367",974503.469544713,1168406.03449098,"NODF",12
"558","866367",974503.469544713,1168406.03449098,"H2",0.729573958513622
"559","866367",974503.469544713,1168406.03449098,"cluster.coefficient.HL",0.272727272727273
"560","866367",974503.469544713,1168406.03449098,"cluster.coefficient.LL",0.287878787878788
"561","866368",984503.469544713,1168406.03449098,"qTD",1.49702678211189
"562","866368",984503.469544713,1168406.03449098,"qPD",1.30472373751291
"563","866368",984503.469544713,1168406.03449098,"qFD",1.22069471567109
"564","866368",984503.469544713,1168406.03449098,"connectance",0.228571428571429
"565","866368",984503.469544713,1168406.03449098,"compartment.diversity",3.70100863758682
"566","866368",984503.469544713,1168406.03449098,"cluster.coefficient",0.2
"567","866368",984503.469544713,1168406.03449098,"NODF",9.67741935483871
"568","866368",984503.469544713,1168406.03449098,"H2",0.842665739480793
"569","866368",984503.469544713,1168406.03449098,"cluster.coefficient.HL",0.24
"570","866368",984503.469544713,1168406.03449098,"cluster.coefficient.LL",0.333333333333333
"571","869981",694503.469544713,1138406.03449098,"qTD",3.33936851854001
"572","869981",694503.469544713,1138406.03449098,"qPD",2.22642741589706
"573","869981",694503.469544713,1138406.03449098,"qFD",1.56849682267686
"574","869981",694503.469544713,1138406.03449098,"connectance",0.266666666666667
"575","869981",694503.469544713,1138406.03449098,"compartment.diversity",2.4782069486465
"576","869981",694503.469544713,1138406.03449098,"cluster.coefficient",0.166666666666667
"577","869981",694503.469544713,1138406.03449098,"NODF",18
"578","869981",694503.469544713,1138406.03449098,"H2",0.529592087818706
"579","869981",694503.469544713,1138406.03449098,"cluster.coefficient.HL",0.375
"580","869981",694503.469544713,1138406.03449098,"cluster.coefficient.LL",0.3
"581","869983",714503.469544713,1138406.03449098,"qTD",3.48214265148181
"582","869983",714503.469544713,1138406.03449098,"qPD",2.73941923096143
"583","869983",714503.469544713,1138406.03449098,"qFD",1.64602765098056
"584","869983",714503.469544713,1138406.03449098,"connectance",0.333333333333333
"585","869983",714503.469544713,1138406.03449098,"compartment.diversity",2.82842712474619
"586","869983",714503.469544713,1138406.03449098,"cluster.coefficient",0.2
"587","869983",714503.469544713,1138406.03449098,"NODF",0
"588","869983",714503.469544713,1138406.03449098,"H2",1
"589","869983",714503.469544713,1138406.03449098,"cluster.coefficient.HL",0.45
"590","869983",714503.469544713,1138406.03449098,"cluster.coefficient.LL",0.333333333333333
"591","871193",674503.469544713,1128406.03449098,"qTD",2.55958469378906
"592","871193",674503.469544713,1128406.03449098,"qPD",2.18976051428902
"593","871193",674503.469544713,1128406.03449098,"qFD",1.46800198916114
"594","871193",674503.469544713,1128406.03449098,"connectance",0.35
"595","871193",674503.469544713,1128406.03449098,"compartment.diversity",1.88988157484231
"596","871193",674503.469544713,1128406.03449098,"cluster.coefficient",0.2
"597","871193",674503.469544713,1128406.03449098,"NODF",25
"598","871193",674503.469544713,1128406.03449098,"H2",0.5
"599","871193",674503.469544713,1128406.03449098,"cluster.coefficient.HL",0.5
"600","871193",674503.469544713,1128406.03449098,"cluster.coefficient.LL",0.425
"601","871197",714503.469544713,1128406.03449098,"qTD",3.64706982913252
"602","871197",714503.469544713,1128406.03449098,"qPD",2.77361333967792
"603","871197",714503.469544713,1128406.03449098,"qFD",1.64180767532608
"604","871197",714503.469544713,1128406.03449098,"connectance",0.257142857142857
"605","871197",714503.469544713,1128406.03449098,"compartment.diversity",2.61069062578343
"606","871197",714503.469544713,1128406.03449098,"cluster.coefficient",0.142857142857143
"607","871197",714503.469544713,1128406.03449098,"NODF",14.5161290322581
"608","871197",714503.469544713,1128406.03449098,"H2",0.841391195565445
"609","871197",714503.469544713,1128406.03449098,"cluster.coefficient.HL",0.422077922077922
"610","871197",714503.469544713,1128406.03449098,"cluster.coefficient.LL",0.254545454545455
"611","871198",724503.469544713,1128406.03449098,"qTD",6.16666666666667
"612","871198",724503.469544713,1128406.03449098,"qPD",4.41426003815202
"613","871198",724503.469544713,1128406.03449098,"qFD",1.84366695184275
"614","871198",724503.469544713,1128406.03449098,"connectance",0.4
"615","871198",724503.469544713,1128406.03449098,"compartment.diversity",1.75476535060332
"616","871198",724503.469544713,1128406.03449098,"cluster.coefficient",0.2
"617","871198",724503.469544713,1128406.03449098,"NODF",30.7692307692308
"618","871198",724503.469544713,1128406.03449098,"H2",0
"619","871198",724503.469544713,1128406.03449098,"cluster.coefficient.HL",0.6
"620","871198",724503.469544713,1128406.03449098,"cluster.coefficient.LL",0.444444444444444
"621","872400",604503.469544713,1118406.03449098,"qTD",5.49998938993598
"622","872400",604503.469544713,1118406.03449098,"qPD",3.43095148181583
"623","872400",604503.469544713,1118406.03449098,"qFD",1.97827868620683
"624","872400",604503.469544713,1118406.03449098,"connectance",0.333333333333333
"625","872400",604503.469544713,1118406.03449098,"compartment.diversity",2.88884551680244
"626","872400",604503.469544713,1118406.03449098,"cluster.coefficient",0.333333333333333
"627","872400",604503.469544713,1118406.03449098,"NODF",0
"628","872400",604503.469544713,1118406.03449098,"H2",1
"629","872400",604503.469544713,1118406.03449098,"cluster.coefficient.HL",0.416666666666667
"630","872400",604503.469544713,1118406.03449098,"cluster.coefficient.LL",0.333333333333333
"631","872404",644503.469544713,1118406.03449098,"qTD",5.4022813667379
"632","872404",644503.469544713,1118406.03449098,"qPD",3.50496170088273
"633","872404",644503.469544713,1118406.03449098,"qFD",1.91091256596241
"634","872404",644503.469544713,1118406.03449098,"connectance",0.228571428571429
"635","872404",644503.469544713,1118406.03449098,"compartment.diversity",3.70100863758682
"636","872404",644503.469544713,1118406.03449098,"cluster.coefficient",0.285714285714286
"637","872404",644503.469544713,1118406.03449098,"NODF",6.45161290322581
"638","872404",644503.469544713,1118406.03449098,"H2",0.75
"639","872404",644503.469544713,1118406.03449098,"cluster.coefficient.HL",0.246753246753247
"640","872404",644503.469544713,1118406.03449098,"cluster.coefficient.LL",0.236363636363636
"641","873648",944503.469544713,1108406.03449098,"qTD",4.76240207983257
"642","873648",944503.469544713,1108406.03449098,"qPD",3.04804551405686
"643","873648",944503.469544713,1108406.03449098,"qFD",1.78356658961307
"644","873648",944503.469544713,1108406.03449098,"connectance",0.15
"645","873648",944503.469544713,1108406.03449098,"compartment.diversity",2.35616488310564
"646","873648",944503.469544713,1108406.03449098,"cluster.coefficient",0.1
"647","873648",944503.469544713,1108406.03449098,"NODF",15.2573529411765
"648","873648",944503.469544713,1108406.03449098,"H2",0.655636784604307
"649","873648",944503.469544713,1108406.03449098,"cluster.coefficient.HL",0.2
"650","873648",944503.469544713,1108406.03449098,"cluster.coefficient.LL",0.18815331010453
"651","910111",1374503.46954471,808406.034490976,"qTD",2.74812166629746
"652","910111",1374503.46954471,808406.034490976,"qPD",2.31223231240834
"653","910111",1374503.46954471,808406.034490976,"qFD",1.49088562903031
"654","910111",1374503.46954471,808406.034490976,"connectance",0.26
"655","910111",1374503.46954471,808406.034490976,"compartment.diversity",2.87174588749259
"656","910111",1374503.46954471,808406.034490976,"cluster.coefficient",0.2
"657","910111",1374503.46954471,808406.034490976,"NODF",15.4545454545455
"658","910111",1374503.46954471,808406.034490976,"H2",0.647858996847326
"659","910111",1374503.46954471,808406.034490976,"cluster.coefficient.HL",0.294736842105263
"660","910111",1374503.46954471,808406.034490976,"cluster.coefficient.LL",0.268421052631579
"661","911326",1384503.46954471,798406.034490976,"qTD",8.5
"662","911326",1384503.46954471,798406.034490976,"qPD",5.28371926561615
"663","911326",1384503.46954471,798406.034490976,"qFD",2.22262980861682
"664","911326",1384503.46954471,798406.034490976,"connectance",0.333333333333333
"665","911326",1384503.46954471,798406.034490976,"compartment.diversity",2.82842712474619
"666","911326",1384503.46954471,798406.034490976,"cluster.coefficient",0.2
"667","911326",1384503.46954471,798406.034490976,"NODF",0
"668","911326",1384503.46954471,798406.034490976,"H2",NA
"669","911326",1384503.46954471,798406.034490976,"cluster.coefficient.HL",0.44
"670","911326",1384503.46954471,798406.034490976,"cluster.coefficient.LL",0.333333333333333
"671","917416",1584503.46954471,748406.034490976,"qTD",2.68591715462465
"672","917416",1584503.46954471,748406.034490976,"qPD",2.25511357833962
"673","917416",1584503.46954471,748406.034490976,"qFD",1.48454836789803
"674","917416",1584503.46954471,748406.034490976,"connectance",0.388888888888889
"675","917416",1584503.46954471,748406.034490976,"compartment.diversity",1.98766697500242
"676","917416",1584503.46954471,748406.034490976,"cluster.coefficient",0.333333333333333
"677","917416",1584503.46954471,748406.034490976,"NODF",11.1111111111111
"678","917416",1584503.46954471,748406.034490976,"H2",0.815719548474182
"679","917416",1584503.46954471,748406.034490976,"cluster.coefficient.HL",0.552631578947368
"680","917416",1584503.46954471,748406.034490976,"cluster.coefficient.LL",0.403508771929825
"681","929537",1394503.46954471,648406.034490976,"qTD",5.49998938993598
"682","929537",1394503.46954471,648406.034490976,"qPD",4.67594187047814
"683","929537",1394503.46954471,648406.034490976,"qFD",1.94584420976596
"684","929537",1394503.46954471,648406.034490976,"connectance",0.291666666666667
"685","929537",1394503.46954471,648406.034490976,"compartment.diversity",2.80009407285383
"686","929537",1394503.46954471,648406.034490976,"cluster.coefficient",0.333333333333333
"687","929537",1394503.46954471,648406.034490976,"NODF",9.52380952380952
"688","929537",1394503.46954471,648406.034490976,"H2",0.5
"689","929537",1394503.46954471,648406.034490976,"cluster.coefficient.HL",0.3125
"690","929537",1394503.46954471,648406.034490976,"cluster.coefficient.LL",0.3125
"691","933176",1364503.46954471,618406.034490976,"qTD",2.83754140663262
"692","933176",1364503.46954471,618406.034490976,"qPD",2.17458152041778
"693","933176",1364503.46954471,618406.034490976,"qFD",1.62776959489285
"694","933176",1364503.46954471,618406.034490976,"connectance",0.25
"695","933176",1364503.46954471,618406.034490976,"compartment.diversity",2.52219381313282
"696","933176",1364503.46954471,618406.034490976,"cluster.coefficient",0.2
"697","933176",1364503.46954471,618406.034490976,"NODF",14.0350877192982
"698","933176",1364503.46954471,618406.034490976,"H2",0.687675440224201
"699","933176",1364503.46954471,618406.034490976,"cluster.coefficient.HL",0.294117647058824
"700","933176",1364503.46954471,618406.034490976,"cluster.coefficient.LL",0.279411764705882
"701","933400",3604503.46954471,618406.034490976,"qTD",3.12575243443721
"702","933400",3604503.46954471,618406.034490976,"qPD",2.66333355802825
"703","933400",3604503.46954471,618406.034490976,"qFD",1.65219838717928
"704","933400",3604503.46954471,618406.034490976,"connectance",1
"705","933400",3604503.46954471,618406.034490976,"compartment.diversity",NA
"706","933400",3604503.46954471,618406.034490976,"cluster.coefficient",1
"707","933400",3604503.46954471,618406.034490976,"NODF",NA
"708","933400",3604503.46954471,618406.034490976,"H2",NA
"709","933400",3604503.46954471,618406.034490976,"cluster.coefficient.HL",1
"710","933400",3604503.46954471,618406.034490976,"cluster.coefficient.LL",1
"711","936834",1524503.46954471,588406.034490976,"qTD",2.4013750674684
"712","936834",1524503.46954471,588406.034490976,"qPD",2.04090406613844
"713","936834",1524503.46954471,588406.034490976,"qFD",1.50546787815864
"714","936834",1524503.46954471,588406.034490976,"connectance",0.240740740740741
"715","936834",1524503.46954471,588406.034490976,"compartment.diversity",3.04182170946603
"716","936834",1524503.46954471,588406.034490976,"cluster.coefficient",0.166666666666667
"717","936834",1524503.46954471,588406.034490976,"NODF",23.8562091503268
"718","936834",1524503.46954471,588406.034490976,"H2",0.689912373326889
"719","936834",1524503.46954471,588406.034490976,"cluster.coefficient.HL",0.265432098765432
"720","936834",1524503.46954471,588406.034490976,"cluster.coefficient.LL",0.345679012345679
"721","951602",3524503.46954471,468406.034490976,"qTD",3.48214265148181
"722","951602",3524503.46954471,468406.034490976,"qPD",2.70516335893654
"723","951602",3524503.46954471,468406.034490976,"qFD",2.03842315884509
"724","951602",3524503.46954471,468406.034490976,"connectance",0.333333333333333
"725","951602",3524503.46954471,468406.034490976,"compartment.diversity",2.82842712474619
"726","951602",3524503.46954471,468406.034490976,"cluster.coefficient",0.2
"727","951602",3524503.46954471,468406.034490976,"NODF",0
"728","951602",3524503.46954471,468406.034490976,"H2",1
"729","951602",3524503.46954471,468406.034490976,"cluster.coefficient.HL",0.5
"730","951602",3524503.46954471,468406.034490976,"cluster.coefficient.LL",0.333333333333333
"731","1008416",1084503.46954471,-1593.96550902352,"qTD",4.90653204702135
"732","1008416",1084503.46954471,-1593.96550902352,"qPD",3.06467519514368
"733","1008416",1084503.46954471,-1593.96550902352,"qFD",1.74431305260223
"734","1008416",1084503.46954471,-1593.96550902352,"connectance",0.12
"735","1008416",1084503.46954471,-1593.96550902352,"compartment.diversity",7.19223093324864
"736","1008416",1084503.46954471,-1593.96550902352,"cluster.coefficient",0.1
"737","1008416",1084503.46954471,-1593.96550902352,"NODF",4.44444444444444
"738","1008416",1084503.46954471,-1593.96550902352,"H2",0.717589003301936
"739","1008416",1084503.46954471,-1593.96550902352,"cluster.coefficient.HL",0.173684210526316
"740","1008416",1084503.46954471,-1593.96550902352,"cluster.coefficient.LL",0.152631578947368
"741","1009631",1094503.46954471,-11593.9655090235,"qTD",1.74335970215029
"742","1009631",1094503.46954471,-11593.9655090235,"qPD",1.657603980865
"743","1009631",1094503.46954471,-11593.9655090235,"qFD",1.26766745604888
"744","1009631",1094503.46954471,-11593.9655090235,"connectance",0.28
"745","1009631",1094503.46954471,-11593.9655090235,"compartment.diversity",2.80009407285383
"746","1009631",1094503.46954471,-11593.9655090235,"cluster.coefficient",0.2
"747","1009631",1094503.46954471,-11593.9655090235,"NODF",10
"748","1009631",1094503.46954471,-11593.9655090235,"H2",0.748711514898582
"749","1009631",1094503.46954471,-11593.9655090235,"cluster.coefficient.HL",0.307692307692308
"750","1009631",1094503.46954471,-11593.9655090235,"cluster.coefficient.LL",0.353846153846154
"751","1010846",1104503.46954471,-21593.9655090235,"qTD",1.21675663225251
"752","1010846",1104503.46954471,-21593.9655090235,"qPD",1.20856784160494
"753","1010846",1104503.46954471,-21593.9655090235,"qFD",1.12040095396944
"754","1010846",1104503.46954471,-21593.9655090235,"connectance",0.266666666666667
"755","1010846",1104503.46954471,-21593.9655090235,"compartment.diversity",2.03132446927048
"756","1010846",1104503.46954471,-21593.9655090235,"cluster.coefficient",0.2
"757","1010846",1104503.46954471,-21593.9655090235,"NODF",33.8815789473684
"758","1010846",1104503.46954471,-21593.9655090235,"H2",0.506119278924493
"759","1010846",1104503.46954471,-21593.9655090235,"cluster.coefficient.HL",0.38421052631579
"760","1010846",1104503.46954471,-21593.9655090235,"cluster.coefficient.LL",0.521929824561403
"761","1013277",1134503.46954471,-41593.9655090235,"qTD",2.14752380681253
"762","1013277",1134503.46954471,-41593.9655090235,"qPD",2.00068433199113
"763","1013277",1134503.46954471,-41593.9655090235,"qFD",1.43088775892842
"764","1013277",1134503.46954471,-41593.9655090235,"connectance",0.1875
"765","1013277",1134503.46954471,-41593.9655090235,"compartment.diversity",4.71065067421325
"766","1013277",1134503.46954471,-41593.9655090235,"cluster.coefficient",0.166666666666667
"767","1013277",1134503.46954471,-41593.9655090235,"NODF",4.65116279069767
"768","1013277",1134503.46954471,-41593.9655090235,"H2",1
"769","1013277",1134503.46954471,-41593.9655090235,"cluster.coefficient.HL",0.184210526315789
"770","1013277",1134503.46954471,-41593.9655090235,"cluster.coefficient.LL",0.256578947368421
"771","1015703",1114503.46954471,-61593.9655090235,"qTD",1.83835495265783
"772","1015703",1114503.46954471,-61593.9655090235,"qPD",1.4902302238097
"773","1015703",1114503.46954471,-61593.9655090235,"qFD",1.36149481432805
"774","1015703",1114503.46954471,-61593.9655090235,"connectance",0.416666666666667
"775","1015703",1114503.46954471,-61593.9655090235,"compartment.diversity",1.64938488846612
"776","1015703",1114503.46954471,-61593.9655090235,"cluster.coefficient",0.416666666666667
"777","1015703",1114503.46954471,-61593.9655090235,"NODF",47.6190476190476
