"","Assemblage","Order.q","SC","m","Method","qFD","s.e.","qFD.LCL","qFD.UCL"
"602","562694",0,0.95,6,"Extrapolation",1.59642855546429,0.254852946422745,1.09692595912179,2.09593115180678
"603","563795",0,0.95,9.9527289949062,"Rarefaction",1.08800932467583,0.010826854997404,1.06678907881509,1.10922957053658
"604","565008",0,0.95,9.54994700748996,"Rarefaction",1.17778710011856,0.0126004303786,1.1530907103868,1.20248348985032
"605","565009",0,0.95,21.8406664932421,"Rarefaction",1.21202697795092,0.0621184749101817,1.09027700435241,1.33377695154943
"606","565149",0,0.95,30.9700814381186,"Extrapolation",1.56644660627435,0.170513990617553,1.23224532580375,1.90064788674496
"607","566364",0,0.95,16.861069469263,"Rarefaction",1.53256991151416,0.0819631021665736,1.37192518320649,1.69321463982182
"608","567428",0,0.95,8.57822332212604,"Extrapolation",1.17151359372704,0.0773723876900377,1.0198665004567,1.32316068699738
"609","567575",0,0.95,13.2790253180607,"Extrapolation",1.48395469258455,0.132885113918636,1.22350465522252,1.74440472994658
"610","568691",0,0.95,12.5793057909622,"Rarefaction",1.36321789957646,0.0381728011678148,1.28840058409853,1.43803521505439
"611","569908",0,0.95,15.7607635084711,"Rarefaction",1.38972876855912,0.0638364221302972,1.26461168028184,1.51484585683639
"612","569909",0,0.95,10.9690992566621,"Rarefaction",1.22741911698856,0.0603025368217588,1.10922831664151,1.3456099173356
"613","571122",0,0.95,24.7393880493245,"Rarefaction",1.31161074465758,0.044206561863365,1.22496747552505,1.39825401379012
"614","571123",0,0.95,7.47799790995025,"Rarefaction",1.33618274439853,0.0155509702669331,1.30570340275069,1.36666208604637
"615","574738",0,0.95,8.57822332212604,"Extrapolation",1.41522107428316,0.137715888741962,1.14530289224999,1.68513925631633
"616","575984",0,0.95,37.2014118935115,"Rarefaction",1.59303251818863,0.0425516883315104,1.5096327415775,1.67643229479977
"617","577173",0,0.95,17.7082564099811,"Rarefaction",1.52081801565425,0.0586576216554971,1.4058511897907,1.6357848415178
"618","577198",0,0.95,14.6847321734936,"Extrapolation",1.39263664045124,0.0788624779305916,1.2380690239757,1.54720425692679
"619","578488",0,0.95,12.1940136318974,"Rarefaction",1.60209278484056,0.0538880031240719,1.49647423951859,1.70771133016252
"620","579702",0,0.95,29.1263584412168,"Extrapolation",1.80536629518211,0.135306477279763,1.54017047283879,2.07056211752544
"621","580790",0,0.95,15.2447731277687,"Rarefaction",1.23667599400327,0.0580512885625789,1.12289755916447,1.35045442884206
"622","581050",0,0.95,9.12853387405436,"Extrapolation",1.6507706091049,0.214021848850972,1.23129549345231,2.07024572475748
"623","582124",0,0.95,18.8777355793322,"Rarefaction",2.02543233100846,0.0536670523942428,1.92024684115932,2.1306178208576
"624","582129",0,0.95,18.5000145859962,"Rarefaction",1.50991731785298,0.163012612110599,1.19041846909041,1.82941616661555
"625","583340",0,0.95,4.75000330887417,"Rarefaction",1.62636063824989,0.198826742484722,1.23666738381641,2.01605389268336
"626","583341",0,0.95,9.18297731796314,"Rarefaction",1.59294893067035,0.0437558457198468,1.50718904894636,1.67870881239434
"627","584555",0,0.95,15.1757036794244,"Rarefaction",1.55912148031691,0.0360900738859768,1.48838623530101,1.62985672533282
"628","585769",0,0.95,5.47498135733492,"Rarefaction",1.61071414278629,0.113539195969358,1.38818140785272,1.83324687771987
"629","585770",0,0.95,30.5974153900866,"Extrapolation",1.43234383703061,0.0980846884842949,1.24010138016656,1.62458629389466
"630","590528",0,0.95,18.3607899929546,"Rarefaction",1.6337395831974,0.0647804561595851,1.50677222222254,1.76070694417227
"631","590622",0,0.95,6.35126474837157,"Rarefaction",1.4468261340455,0.0184712711043449,1.41062310793231,1.48302916015869
"632","593188",0,0.95,13.2852143728543,"Rarefaction",1.50698732148631,0.0552488930046865,1.39870148101142,1.61527316196121
"633","594161",0,0.95,15.1447097344138,"Extrapolation",1.51191068555147,0.0977014596339603,1.32041934343191,1.70340202767102
"634","594162",0,0.95,56.9999862087831,"Rarefaction",1.67765159398155,0.12715744016076,1.42842759090015,1.92687559706295
"635","594163",0,0.95,19.291113460621,"Extrapolation",1.44774807062621,0.1069378550964,1.2381537260533,1.65734241519911
"636","595376",0,0.95,7.65674336415262,"Rarefaction",1.42824602347481,0.0145108494125862,1.39980528124105,1.45668676570856
"637","595378",0,0.95,9.83020871978933,"Rarefaction",1.35375132539987,0.0724760254356872,1.21170092580332,1.49580172499643
"638","595405",0,0.95,9.6492441657957,"Extrapolation",1.20816325322449,0.041646544053035,1.12653752679998,1.289788979649
"639","596592",0,0.95,8.57822332212604,"Extrapolation",1.44379250256888,0.160020334200564,1.13015841074171,1.75742659439605
"640","601521",0,0.95,12.9756277460287,"Rarefaction",1.55681910617872,0.0485230994711754,1.46171557879696,1.65192263356048
"641","601522",0,0.95,10.4057262606769,"Rarefaction",1.59313671238021,0.0449153628925152,1.50510421875833,1.68116920600208
"642","603970",0,0.95,6.77999082739036,"Rarefaction",1.57699256088943,0.0547483139347711,1.46968783736299,1.68429728441588
"643","605184",0,0.95,10.397039916271,"Rarefaction",1.522204588775,0.0285544293458242,1.46623893565809,1.57817024189191
"644","605185",0,0.95,15.6297138913654,"Rarefaction",1.53673290955341,0.0988238337177326,1.34304175465248,1.73042406445434
"645","605191",0,0.95,24.4194707900841,"Rarefaction",1.68177377939033,0.0908364672896042,1.50373757501985,1.8598099837608
"646","606397",0,0.95,23.9479765388278,"Rarefaction",1.57407508467935,0.0249982003912037,1.52507951223427,1.62307065712442
"647","606398",0,0.95,21.2500039618061,"Rarefaction",1.46956890821559,0.0947178073438353,1.28392541712707,1.65521239930411
"648","606399",0,0.95,37.2217854796468,"Rarefaction",1.74886080813317,0.0597836315607196,1.63168704340915,1.86603457285719
"649","606403",0,0.95,9.12853387405436,"Extrapolation",1.72885916795492,0.219718234224069,1.29821934212901,2.15949899378083
"650","606404",0,0.95,9.21474538164759,"Rarefaction",1.40463234751963,0.0634654327691494,1.28024238502885,1.52902231001042
"651","607615",0,0.95,16.9599595840968,"Rarefaction",1.54434245407328,0.0214308458929882,1.5023387679648,1.58634614018177
"652","607621",0,0.95,9.54283807606246,"Rarefaction",1.45760341485386,0.0837090832268,1.29353662655046,1.62167020315725
"653","607622",0,0.95,28.5288278157247,"Rarefaction",1.79537373669938,0.0410852074747739,1.71484820975147,1.87589926364729
"654","608707",0,0.95,13.9166656721516,"Rarefaction",1.1390340142567,0.0258657782073968,1.0883380205381,1.1897300079753
"655","609960",0,0.95,5.34757081520634,"Rarefaction",1.30849345321292,0.106839616842076,1.09909165208039,1.51789525434545
"656","611261",0,0.95,12.0586650054489,"Extrapolation",1.62690191017882,0.178404956848088,1.27723462009315,1.9765692002645
"657","612370",0,0.95,5.77178398828109,"Rarefaction",1.30300812780346,0.00843242669655645,1.28648087517593,1.31953538043098
"658","612383",0,0.95,9.6492441657957,"Extrapolation",1.43250727430466,0.125197718643028,1.18712425481775,1.67789029379158
"659","612450",0,0.95,6.96804419528806,"Rarefaction",1.47908407430278,0.0192488903511317,1.4413569424722,1.51681120613336
"660","613662",0,0.95,19.9499690511609,"Rarefaction",1.39139500225112,0.213815122190161,0.972325063408374,1.81046494109387
"661","613663",0,0.95,5.04160977129249,"Rarefaction",1.47561834000166,0.0147363894907996,1.44673554733754,1.50450113266578
"662","613664",0,0.95,6.83153896962866,"Rarefaction",1.38221058079262,0.049714075648799,1.28477278299628,1.47964837858897
"663","614849",0,0.95,16.5634021397089,"Rarefaction",1.57378077482508,0.0513926478541714,1.47305303596075,1.6745085136894
"664","614876",0,0.95,33.3136323792143,"Extrapolation",1.7589912964324,0.080505597685888,1.60120322441419,1.91677936845061
"665","614877",0,0.95,7.69341278533412,"Rarefaction",1.44922768618079,0.0216400188146921,1.40681402867923,1.49164134368236
"666","614878",0,0.95,11.3352410592701,"Rarefaction",1.38523201810353,0.0177956370085378,1.35035321048485,1.42011082572221
"667","614879",0,0.95,14.1358832798037,"Rarefaction",1.16596738921712,0.0909926463307563,0.987625079550842,1.34430969888339
"668","616063",0,0.95,14.1012156751752,"Rarefaction",1.50491501338682,0.0511710017114041,1.40462169297963,1.60520833379401
"669","616092",0,0.95,16.102568830764,"Rarefaction",1.49631346931585,0.123280076632547,1.25468895910472,1.73793797952698
"670","616273",0,0.95,9.26802776847556,"Rarefaction",1.51874033126946,0.0129046229909297,1.49344773497317,1.54403292756575
"671","617299",0,0.95,19.291113460621,"Extrapolation",1.86208356063159,0.360661367500183,1.15520026971626,2.56896685154691
"672","617306",0,0.95,12.4699411248139,"Rarefaction",1.55231674494553,0.0123705157950528,1.52807097951704,1.57656251037402
"673","618513",0,0.95,21.3922988464734,"Rarefaction",1.66678151216972,0.0542978996960572,1.56035958432928,1.77320344001016
"674","618517",0,0.95,20.3362399395407,"Extrapolation",1.79051737838198,0.24788073035967,1.30468007441554,2.27635468234842
"675","618521",0,0.95,16.1544152786657,"Extrapolation",1.15465842525471,0.0693470445390598,1.01874071552386,1.29057613498556
"676","619727",0,0.95,17.0808093349846,"Extrapolation",1.48147297129755,0.099420779101971,1.28661182494277,1.67633411765232
"677","619734",0,0.95,7.52790676506789,"Rarefaction",1.20489717803361,0.0565067187335593,1.0941460444313,1.31564831163592
"678","622157",0,0.95,9.12853387405436,"Extrapolation",1.6142059836202,0.151498567120103,1.31727424835538,1.91113771888503
"679","625804",0,0.95,57.5989271959424,"Extrapolation",1.42802050876608,0.0655863054432995,1.29947371221817,1.55656730531399
"680","626952",0,0.95,23.6520257619511,"Rarefaction",1.43480034356049,0.0362644626214362,1.36372330290378,1.50587738421721
"681","628166",0,0.95,33.8511779842826,"Extrapolation",1.57913740911004,0.135065459347554,1.31441397323348,1.84386084498661
"682","630647",0,0.95,8.57822332212604,"Extrapolation",1.52695576704337,0.114709686784361,1.30212891226815,1.75178262181859
"683","633028",0,0.95,13.7006482760151,"Rarefaction",1.49446364541895,0.0479934137085224,1.40039828305512,1.58852900778279
"684","637885",0,0.95,10.6382660392322,"Extrapolation",1.58770353754966,0.162395812925105,1.26941359297634,1.90599348212297
"685","637903",0,0.95,35.7620249561855,"Extrapolation",1.13456274063355,0.0148783088842226,1.10540179106961,1.16372369019748
"686","639117",0,0.95,23.8015941430688,"Rarefaction",1.38131059673396,0.0261944967583932,1.32997032649436,1.43265086697356
"687","640315",0,0.95,10.0876176999115,"Rarefaction",1.37506963643774,0.0398007053043772,1.29706168748187,1.45307758539361
"688","640316",0,0.95,20.3362399395407,"Extrapolation",1.53892124080765,0.0767909566429445,1.3884137314491,1.6894287501662
"689","641530",0,0.95,15.1447097344138,"Extrapolation",1.46868988384994,0.0966785094285048,1.27920348729105,1.65817628040882
"690","642743",0,0.95,10.6382660392322,"Extrapolation",1.52134471315036,0.157197890407964,1.21324250950507,1.82944691679564
"691","642744",0,0.95,7.6698072067258,"Rarefaction",1.4026259174839,0.0544689494011922,1.29586873838183,1.50938309658597
"692","642809",0,0.95,10.9100315581202,"Rarefaction",1.4626760202085,0.0292654641874232,1.4053167644103,1.52003527600669
"693","642810",0,0.95,19.7442227661454,"Rarefaction",1.37081239255586,0.0551354169833591,1.26274896099588,1.47887582411585
"694","643955",0,0.95,14.1105076410471,"Rarefaction",1.21638351725375,0.0446276512972574,1.12891492799651,1.30385210651098
"695","643957",0,0.95,15.5401217303104,"Rarefaction",1.56851076079731,0.0277808443235565,1.51406130646302,1.62296021513159
"696","643958",0,0.95,7.99542511937525,"Rarefaction",1.35541305452841,0.0273178115125767,1.30187112782731,1.40895498122952
"697","645168",0,0.95,10.6382660392322,"Extrapolation",1.48167078274869,0.0749295285709793,1.33481160537101,1.62852996012637
"698","645171",0,0.95,9.97385957430291,"Rarefaction",1.29435352973432,0.0520986974176293,1.19224195915432,1.39646510031433
"699","645172",0,0.95,6.77000105479506,"Rarefaction",1.37614447854834,0.0111036515016629,1.3543817215082,1.39790723558849
"700","645176",0,0.95,88.8586953238146,"Extrapolation",1.98371682465151,0.249862549517408,1.49399522651203,2.47343842279098
"701","645237",0,0.95,17.0808093349846,"Extrapolation",1.814828719458,0.176001495798433,1.4698721264679,2.15978531244811
"702","646385",0,0.95,8.2687638907492,"Rarefaction",1.34797741473455,0.0323136800011055,1.28464376572443,1.41131106374467
"703","646451",0,0.95,7.51457317282976,"Extrapolation",1.83862971922303,0.229049090582856,1.38970175098898,2.28755768745708
"704","647597",0,0.95,14.6847321734936,"Extrapolation",1.35625579096389,0.058419536496711,1.24175560343681,1.47075597849097
"705","648781",0,0.95,11.5784484539882,"Extrapolation",1.18462097940743,0.0485719759977416,1.08942165579392,1.27982030302095
"706","648812",0,0.95,16.1544152786657,"Extrapolation",1.48519177748273,0.0657252483448711,1.35637265785183,1.61401089711363
"707","648817",0,0.95,12.1734537513914,"Extrapolation",1.55458856609503,0.0893168252181717,1.37953080545396,1.72964632673611
"708","650026",0,0.95,8.71557195221389,"Rarefaction",1.26914301130457,0.0193258413107695,1.23126505836452,1.30702096424461
"709","651240",0,0.95,6.81972087940419,"Rarefaction",1.17687167922821,0.0134091740961354,1.15059018093735,1.20315317751906
"710","652455",0,0.95,7.87498631893122,"Rarefaction",1.32261488277881,0.123001610623569,1.0815361559162,1.56369360964142
"711","652456",0,0.95,7.85846097247257,"Rarefaction",1.22243558616196,0.0147014408304071,1.19362129161352,1.25124988071041
"712","653638",0,0.95,22.1596494453065,"Rarefaction",1.21500740737961,0.0407098678344468,1.13521753260871,1.29479728215051
"713","653734",0,0.95,57.5989271959424,"Extrapolation",1.71518666923112,0.0289006170360052,1.65854250070957,1.77183083775268
"714","653735",0,0.95,43.5470906062395,"Rarefaction",1.77591484594467,0.203529350599773,1.37700464897229,2.17482504291705
"715","657315",0,0.95,24.8481297754319,"Rarefaction",1.93420247408129,0.0436933118985516,1.84856515639485,2.01983979176773
"716","657345",0,0.95,21.7282723521094,"Rarefaction",1.32943364415782,0.0788217601812047,1.17494583300461,1.48392145531103
"717","657346",0,0.95,51.0195432818056,"Rarefaction",1.62408427335817,0.0553364190728359,1.51562688494199,1.73254166177434
"718","664620",0,0.95,6.29999516189408,"Rarefaction",1.16793000336995,0.0454091032142597,1.07892979649974,1.25693021024016
"719","665818",0,0.95,19.0000096043606,"Rarefaction",1.67714853854879,0.25083203096365,1.185526791691,2.16877028540658
"720","665845",0,0.95,11.5784484539882,"Extrapolation",1.37920714526203,0.0774527450789292,1.22740255440356,1.53101173612049
"721","667072",0,0.95,18.9441186418604,"Rarefaction",1.15043904725568,0.112247068762429,0.930438835111124,1.37043925940023
"722","668286",0,0.95,10.6382660392322,"Extrapolation",1.66906111115763,0.253694164617328,1.17182968541969,2.16629253689556
"723","668304",0,0.95,8.94431458548123,"Rarefaction",1.50127083005541,0.101530851327796,1.30227401813324,1.70026764197758
"724","668306",0,0.95,16.5364055568677,"Rarefaction",1.28535040942871,0.0772899630949315,1.13386486539621,1.4368359534612
"725","669491",0,0.95,6,"Extrapolation",1.15068026060204,0.0605856543746603,1.03193456004792,1.26942596115617
"726","669518",0,0.95,21.9050556873381,"Rarefaction",1.63476232648489,0.0748608395343669,1.4880377771451,1.78148687582468
"727","669519",0,0.95,10.948256863473,"Rarefaction",1.59165475666351,0.0240503595461711,1.54451691813777,1.63879259518924
"728","669520",0,0.95,9.32594368839336,"Rarefaction",1.48128815876185,0.0688206290800486,1.34640220437157,1.61617411315214
"729","670697",0,0.95,9.69846235568073,"Rarefaction",1.38233051517363,0.0593865672549988,1.26593498218836,1.49872604815889
"730","670702",0,0.95,7.0241256442754,"Rarefaction",1.23827423896164,0.0177694488049377,1.20344675927883,1.27310171864445
"731","670706",0,0.95,13.4040808299122,"Extrapolation",1.16704184053798,0.0272211263215996,1.11368941332903,1.22039426774693
"732","671889",0,0.95,21.2500135039758,"Rarefaction",1.35781619806492,0.0602835495097087,1.23966261216566,1.47596978396419
"733","671920",0,0.95,10.6459933404618,"Extrapolation",1.24139333063757,0.042154988854916,1.15877107071325,1.3240155905619
"734","673118",0,0.95,6,"Extrapolation",1.56955780743367,0.172925724635239,1.23062961514811,1.90848599971923
"735","673126",0,0.95,20.3362399395407,"Extrapolation",1.67206951945937,0.12179863068025,1.43334858995979,1.91079044895896
"736","674304",0,0.95,8.12991138802737,"Rarefaction",1.1314237249477,0.020731114592437,1.09079148698715,1.17205596290825
"737","674316",0,0.95,10.6459933404618,"Extrapolation",1.40315231832999,0.0975018332748488,1.21205223668466,1.59425239997533
"738","675531",0,0.95,9.50000878864982,"Rarefaction",1.31347593411442,0.0754304841713331,1.16563490180219,1.46131696642665
"739","675532",0,0.95,12.2499798711338,"Rarefaction",1.36016346514129,0.0612872002712302,1.24004275989639,1.4802841703862
"740","675559",0,0.95,16.3500716169042,"Rarefaction",1.32048269344892,0.0537686022135032,1.21509816961139,1.42586721728645
"741","675688",0,0.95,13.2790253180607,"Extrapolation",1.679797963,0.207850994001633,1.27241750060595,2.08717842539405
"742","675689",0,0.95,11.7018661290973,"Rarefaction",1.49713928183805,0.113338188056039,1.27500051517518,1.71927804850091
"743","676747",0,0.95,57.3547210213546,"Extrapolation",2.10665416361133,0.226808665838139,1.66211734718699,2.55119098003566
"744","676748",0,0.95,23.4579568694376,"Rarefaction",1.57637088163463,0.0487613251466247,1.4808004405088,1.67194132276047
"745","676792",0,0.95,11.0268195935781,"Rarefaction",1.48228012218028,0.0866780941366965,1.31239417942378,1.65216606493677
"746","676904",0,0.95,16.0141860897796,"Rarefaction",1.85893336964405,0.0572683713329908,1.74668942437813,1.97117731490998
"747","676907",0,0.95,36.8074800298551,"Extrapolation",1.94930316507804,0.387928946631857,1.18897640111904,2.70962992903704
"748","678009",0,0.95,37.4858084138415,"Extrapolation",1.90729771100237,0.253513814286827,1.41041976541681,2.40417565658792
"749","678016",0,0.95,16.8121731220048,"Rarefaction",1.26456996403647,0.0731822636825547,1.12113536291155,1.40800456516139
"750","678116",0,0.95,30.9700814381186,"Extrapolation",2.17486349736111,0.225657987670618,1.73258196870291,2.6171450260193
"751","678117",0,0.95,25.9256917232262,"Extrapolation",1.62551072640394,0.197113003491729,1.23917633867564,2.01184511413225
"752","678118",0,0.95,11.5784484539882,"Extrapolation",1.72906541840743,0.284403131055909,1.17164552444743,2.28648531236744
"753","678121",0,0.95,12.0586650054489,"Extrapolation",1.67300012992745,0.216852293083266,1.24797744551932,2.09802281433557
"754","678124",0,0.95,12.692046334901,"Rarefaction",2.06454301702867,0.119247325043321,1.83082255469102,2.29826347936632
"755","679179",0,0.95,5.79999904090334,"Rarefaction",1.35289113372951,0.068333125645919,1.21896066851246,1.48682159894657
"756","679220",0,0.95,12.4541524808274,"Extrapolation",1.55659619434657,0.124750442878892,1.31208981924853,1.80110256944462
"757","679223",0,0.95,8.57822332212604,"Extrapolation",1.63698977954847,0.198650011820863,1.24764291085112,2.02633664824582
"758","679319",0,0.95,18.5000145859962,"Rarefaction",1.57832497012733,0.172478610183296,1.24027310606455,1.91637683419011
"759","679320",0,0.95,17.3798161050281,"Extrapolation",1.58517198668223,0.209817150414928,1.17393792853015,1.99640604483431
"760","679321",0,0.95,6.01457020241846,"Rarefaction",1.72547616890314,0.140691763423192,1.44972537967226,2.00122695813403
"761","679336",0,0.95,14.6847321734936,"Extrapolation",1.79001860859803,0.246892042715528,1.30611909680607,2.27391812038999
"762","680391",0,0.95,10.6382660392322,"Extrapolation",1.36714109447039,0.175157612719834,1.0238384819215,1.71044370701928
"763","680439",0,0.95,8.42780888369608,"Rarefaction",1.4409095562453,0.0532373211903025,1.33656632407891,1.54525278841168
"764","680450",0,0.95,22.1496544431125,"Rarefaction",2.21528287737472,0.109613752806717,2.00044386966328,2.43012188508616
"765","680529",0,0.95,8.86651853080273,"Rarefaction",1.34864713741208,0.120629041569609,1.11221856044607,1.5850757143781
"766","680531",0,0.95,11.2239726486557,"Rarefaction",1.99061196272667,0.050049972776046,1.89251581865841,2.08870810679493
"767","680535",0,0.95,14.7945573550191,"Extrapolation",1.83115159651357,0.12133241603204,1.59334443093354,2.0689587620936
"768","680549",0,0.95,18.2070839019203,"Extrapolation",1.69902332381796,0.178275073733445,1.34961059995918,2.04843604767673
"769","680550",0,0.95,10.6382660392322,"Extrapolation",1.26469974480381,0.037535035232137,1.19113242759037,1.33826706201724
"770","680557",0,0.95,14.6847321734936,"Extrapolation",2.2962637021311,0.317989567180909,1.67301560299703,2.91951180126516
"771","681633",0,0.95,9.29283463753009,"Rarefaction",1.41557081868765,0.0948321315255817,1.22970325632034,1.60143838105495
"772","681634",0,0.95,8.75340043339947,"Rarefaction",1.32956563034183,0.0242000197227771,1.28213446326003,1.37699679742363
"773","681652",0,0.95,19.0000096043606,"Rarefaction",1.40707266780441,0.0878026707229243,1.23498259544105,1.57916274016777
"774","681653",0,0.95,7.40001713613367,"Rarefaction",1.82060262023411,0.104533257224573,1.61572120088728,2.02548403958093
"775","681654",0,0.95,32.6611137817083,"Extrapolation",1.95788272353854,0.133223874110135,1.69676872840178,2.2189967186753
"776","681664",0,0.95,10.6382660392322,"Extrapolation",1.30159241754196,0.0893295069388376,1.12650980118512,1.4766750338988
"777","681741",0,0.95,9.32753255727883,"Rarefaction",1.51962060649464,0.137102714056429,1.25090422476135,1.78833698822794
"778","681742",0,0.95,21.4500208816673,"Rarefaction",1.70118583365648,0.112939818662527,1.47982785665744,1.92254381065552
"779","681744",0,0.95,8.99099790453613,"Rarefaction",1.72627607306329,0.0560296726091957,1.6164599326837,1.83609221344288
"780","681745",0,0.95,21.6932934333265,"Rarefaction",2.00022223720999,0.305592085647954,1.40127275537952,2.59917171904046
"781","681748",0,0.95,12.3906256620927,"Rarefaction",2.23780814433288,0.0905764252115634,2.06028161306983,2.41533467559593
"782","681758",0,0.95,12.4541524808274,"Extrapolation",1.66235421078171,0.28661214608929,1.10060472691496,2.22410369464845
"783","681759",0,0.95,18.2070839019203,"Extrapolation",1.21900988964221,0.0308176581947664,1.1586083894926,1.27941138979182
"784","681771",0,0.95,28.891668562745,"Rarefaction",1.96635245026186,0.127757250057932,1.71595284138444,2.21675205913929
"785","682835",0,0.95,9.6492441657957,"Extrapolation",1.37570455378426,0.0951538958237177,1.18920634498109,1.56220276258742
"786","682838",0,0.95,9.6492441657957,"Extrapolation",1.39528667215015,0.0807324912582823,1.23705389690172,1.55351944739857
"787","682849",0,0.95,9.35000238067565,"Rarefaction",1.3462920668145,0.0598568715174644,1.22897475441303,1.46360937921597
"788","682852",0,0.95,11.8350311201282,"Rarefaction",1.50338849386846,0.0174223737976826,1.4692412686998,1.53753571903711
"789","682866",0,0.95,11.7767795844287,"Extrapolation",1.52409185094278,0.0771088667910371,1.37296124914365,1.67522245274191
"790","682871",0,0.95,20.6999970169422,"Rarefaction",1.8292943721101,0.2620424950305,1.31570051943131,2.3428882247889
"791","682959",0,0.95,37.4858084138415,"Extrapolation",2.02206735942299,0.23287126313181,1.56564807065029,2.47848664819568
"792","682960",0,0.95,7.45511872411994,"Rarefaction",1.63417230761432,0.0520141886339925,1.53222637120662,1.73611824402202
"793","682985",0,0.95,17.4235354452464,"Rarefaction",1.95986642884822,0.0532257511951316,1.85554587345567,2.06418698424076
"794","684065",0,0.95,16.5952981290277,"Rarefaction",1.5006765853831,0.0954725436911154,1.31355383823609,1.68779933253011
"795","684171",0,0.95,12.4541524808274,"Extrapolation",1.34223759590707,0.092209037273371,1.16151120380215,1.52296398801199
"796","684172",0,0.95,10.4628704871893,"Rarefaction",1.61691936170063,0.212777465672571,1.19988319226068,2.03395553114058
"797","684173",0,0.95,11.9697334853516,"Rarefaction",1.29867891612722,0.0967646908729752,1.10902360704104,1.48833422521341
"798","684174",0,0.95,15.0443354806401,"Rarefaction",2.09172236135516,0.126141615177709,1.84448933865514,2.33895538405518
"799","684185",0,0.95,6,"Extrapolation",1.75697277154592,0.231924714742941,1.30240868352503,2.21153685956681
"800","684199",0,0.95,22.250038308769,"Rarefaction",2.06278173578104,0.15720270758088,1.75467009065033,2.37089338091175
"801","685241",0,0.95,11.3981303094418,"Rarefaction",1.36298126882622,0.0494126601883055,1.26613423447683,1.45982830317562
"802","685254",0,0.95,19.291113460621,"Extrapolation",1.46477353351048,0.144613069312069,1.18133712596504,1.74820994105593
"803","685255",0,0.95,12.3607578036812,"Rarefaction",1.37376242077876,0.052297197267203,1.27126179764265,1.47626304391486
"804","685284",0,0.95,10.5826173237993,"Rarefaction",1.36671925450651,0.0494141571559697,1.2698692861544,1.46356922285861
"805","685289",0,0.95,36.8960014012689,"Extrapolation",1.80736257495503,0.178522843920095,1.45746423045398,2.15726091945609
"806","685295",0,0.95,9.35000311665049,"Rarefaction",1.79519362354547,0.113388106170829,1.57295701917544,2.0174302279155
"807","685312",0,0.95,5.79999904090334,"Rarefaction",1.62966469648269,0.066912653146492,1.49851830620554,1.76081108675983
"808","685315",0,0.95,12.4377643270661,"Rarefaction",1.39571511508948,0.16313086676891,1.07598449145561,1.71544573872334
"809","685380",0,0.95,11.6134362453938,"Rarefaction",1.74101075801191,0.134613724910797,1.47717270536197,2.00484881066185
"810","685387",0,0.95,10.5076107709037,"Rarefaction",1.6635412939774,0.043422098950296,1.57843554390169,1.74864704405312
"811","685401",0,0.95,10.8849618465302,"Extrapolation",1.732250259644,0.199606764961205,1.34102818924948,2.12347233003851
"812","685410",0,0.95,12.3607578036812,"Rarefaction",1.63516515155327,0.0503861322432537,1.53641014703622,1.73392015607032
"813","686454",0,0.95,19.5000044120424,"Rarefaction",1.49669807520583,0.0800617228471247,1.33977998188524,1.65361616852643
"814","686456",0,0.95,6.29999516189408,"Rarefaction",1.24156946194219,0.0285252007927874,1.18566109573655,1.29747782814782
"815","686469",0,0.95,9.24141917930007,"Rarefaction",1.30699357809871,0.021255665335538,1.26533323957361,1.3486539166238
"816","686474",0,0.95,18.2070839019203,"Extrapolation",1.61123789590669,0.0706585019029798,1.4727497769753,1.74972601483809
"817","686500",0,0.95,28.3599181777199,"Extrapolation",1.496354695483,0.0551472577073189,1.38826805653051,1.6044413344355
"818","686508",0,0.95,6,"Extrapolation",1.77397957409694,0.26974245285701,1.24529408139571,2.30266506679817
"819","686594",0,0.95,14.2938126635101,"Rarefaction",1.59629947299454,0.168956536661003,1.26515074618635,1.92744819980273
"820","686596",0,0.95,19.9500098512226,"Rarefaction",1.56252994533477,0.221196460929279,1.12899284840566,1.99606704226388
"821","686601",0,0.95,38.6065104878826,"Extrapolation",2.13549440396587,0.194672127842206,1.75394404460137,2.51704476333037
"822","686624",0,0.95,6.43999180329332,"Rarefaction",1.31937960194273,0.053374914418096,1.21476669200536,1.42399251188011
"823","686625",0,0.95,23.5338392201863,"Rarefaction",1.63198925830347,0.110198430055145,1.41600430424253,1.84797421236441
"824","686626",0,0.95,28.2163854304459,"Extrapolation",1.97196435377534,0.150218597226745,1.67754131340279,2.26638739414789
"825","686627",0,0.95,18.2070839019203,"Extrapolation",1.25110010636051,0.0323611478798558,1.18767342201762,1.3145267907034
"826","687669",0,0.95,8.24123636007874,"Rarefaction",1.3094997984021,0.0830118821897014,1.1467994990214,1.4722000977828
"827","687674",0,0.95,30.1569042335276,"Rarefaction",1.71926647394132,0.103125339445441,1.51714452273479,1.92138842514785
"828","687681",0,0.95,11.5784484539882,"Extrapolation",1.45440960644716,0.0937971624749342,1.27057054614423,1.63824866675008
"829","687682",0,0.95,5.47498135733492,"Rarefaction",1.5848636217361,0.118951417475917,1.35172312757331,1.81800411589888
"830","687686",0,0.95,13.0769950721711,"Rarefaction",1.26958022405154,0.0386488470374928,1.19382987581406,1.34533057228902
"831","687687",0,0.95,9.06702751659589,"Rarefaction",1.28047428535462,0.0147660921029549,1.25153327664043,1.30941529406881
"832","687688",0,0.95,21.7531641869019,"Rarefaction",1.46288951428414,0.0410597217267365,1.3824139384845,1.54336509008378
